; oligo-analysis  -v 1 -sort -i $RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta -format fasta -return occ -table -1str -noov -quick_if_possible -seqtype dna -bg upstream-noorf -org Escherichia_coli_GCF_000005845.2_ASM584v2 -pseudo 0.01 -l 2 -o $RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.104844_7ZpmZl_2nt.tab
; Citation: van Helden et al. (1998). J Mol Biol 281(5), 827-42. 
; Program version              	1.169
; Slow counting mode           
; Oligomer length              	2
; Input file                   	$RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta
; Input format                 	fasta
; Output file                  	$RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.104844_7ZpmZl_2nt.tab
; Discard overlapping matches
; Counted on a single strand
; Number of output patterns	16
# seq	aa	ac	ag	at	ca	cc	cg	ct	ga	gc	gg	gt	ta	tc	tg	tt
ybjS	7	6	2	10	10	2	5	3	6	4	4	4	2	8	7	9
ybjT	0	1	3	0	0	0	0	0	4	0	1	0	0	0	0	0
ltaE	3	1	2	4	3	2	1	0	1	2	3	2	2	2	2	1
poxB	4	6	5	11	6	13	6	11	8	4	3	5	8	14	6	11
hcr	0	0	1	0	0	0	1	0	1	0	1	2	0	1	1	1
hcp	14	4	4	13	4	9	6	11	3	8	3	7	14	10	8	10
ybjE	28	23	18	30	32	29	37	34	16	49	22	20	23	32	30	33
aqpZ	33	25	11	45	25	14	18	25	20	21	12	16	35	22	28	32
ybjD	32	16	25	45	28	12	18	11	22	21	14	25	35	20	25	33
ybjX	13	9	2	13	9	4	4	5	4	2	2	5	11	7	5	9
macA	9	5	5	13	5	2	4	2	7	2	4	9	11	4	9	13
cspD	14	15	14	27	19	17	14	27	17	18	9	16	20	28	23	26
clpS	26	16	27	27	23	9	14	14	28	18	17	15	20	17	19	14
clpA	2	0	2	3	2	1	0	1	1	3	4	1	1	0	3	1
serW	20	15	15	18	11	12	10	12	14	9	7	19	23	9	17	22
infA	9	12	14	19	13	14	23	13	11	21	12	21	20	16	17	30
aat	1	2	1	3	0	1	4	2	4	3	2	3	2	2	4	5
cydD	11	8	5	8	9	5	5	8	4	8	2	6	9	6	8	9
trxB	31	32	21	47	40	16	27	23	28	27	18	25	32	32	31	34
lrp	37	27	27	46	32	16	27	21	34	25	16	31	34	28	36	28
ftsK	9	10	8	6	10	7	5	8	5	7	9	10	9	6	9	8
lolA	11	4	12	15	6	5	10	10	13	9	8	7	12	12	8	8
rarA	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1	0
serS	4	3	4	8	6	3	4	4	2	6	5	9	7	6	9	6
dmsA	19	16	9	22	11	8	10	20	13	11	3	8	23	14	13	19
dmsB	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	0
ycaC	22	16	15	34	26	7	18	14	22	15	7	13	17	27	17	20
ycaD	20	13	14	34	17	7	18	15	27	15	7	16	17	22	26	22
ycaM	12	7	6	18	10	7	8	16	7	13	3	9	13	14	15	29
ycaN	6	6	6	8	6	3	5	5	7	5	5	5	7	5	6	9
ycaK	9	5	5	8	6	5	5	6	5	5	3	6	7	7	6	6
pflA	11	15	15	7	14	9	11	13	13	15	7	7	11	8	9	10
pflB	7	3	5	2	2	1	2	1	2	1	3	7	6	2	3	3
focA	33	11	17	55	12	10	17	18	17	18	11	18	53	18	19	41
ycaO	7	5	6	10	5	4	11	6	5	11	5	8	11	7	7	11
ycaP	11	8	6	10	7	5	11	6	7	11	4	5	11	5	5	7
serC	16	11	8	17	13	7	11	7	13	11	8	13	11	8	18	13
aroA	2	1	6	3	3	5	1	3	4	4	2	6	3	3	7	9
ycaL	13	8	4	21	11	2	9	4	8	6	6	11	13	11	12	17
cmk	12	9	5	14	10	5	14	8	5	14	8	11	12	9	12	12
rpsA	9	8	5	9	7	8	6	1	8	6	6	6	7	1	8	5
ihfB	11	7	11	8	9	7	8	11	9	12	8	6	8	10	8	15
ycaI	17	15	11	7	16	8	7	16	12	10	8	8	5	15	11	19
msbA	3	1	0	4	2	0	1	2	1	3	2	1	2	1	4	4
ycaQ	0	1	2	3	2	1	5	0	4	4	2	2	1	2	3	3
ycaR	3	2	2	10	3	2	1	2	6	1	2	0	4	3	4	3
ycbJ	6	8	8	13	13	3	5	9	9	5	5	7	8	14	8	20
elyC	10	7	7	8	5	6	8	9	9	8	8	7	8	7	10	8
smtA	8	7	9	8	10	8	8	7	7	8	6	7	8	9	5	10
ldtD	21	13	16	16	14	6	14	16	8	19	13	15	22	12	13	20
ycbK	8	7	10	14	8	5	9	11	11	11	9	14	11	11	17	13
ycbL	3	2	2	1	2	0	1	1	1	2	2	1	2	0	1	2
aspC	13	11	8	10	11	11	6	14	7	7	5	11	11	14	11	17
ompF	40	26	23	52	35	11	15	21	24	16	15	24	43	28	26	51
asnS	8	6	9	16	9	8	6	10	10	8	6	6	12	11	9	17
pncB	14	16	13	22	17	10	13	18	10	16	9	17	23	16	17	18
pepN	18	17	18	22	17	9	13	13	16	16	10	16	23	10	17	14
ssuC	2	0	1	1	0	0	0	0	2	0	1	0	1	0	0	0
ssuE	40	16	15	51	20	9	7	16	23	5	3	12	39	21	18	30
elfA	30	12	16	51	18	3	7	15	21	5	9	16	39	23	20	40
elfD	4	3	6	9	3	3	0	4	5	0	3	5	10	4	4	12
elfC	1	0	5	0	1	1	2	1	3	2	0	2	1	2	0	2
ycbU	1	1	0	0	0	0	3	0	1	1	0	2	0	0	1	0
ycbV	0	0	2	0	0	0	0	0	1	0	1	1	0	0	1	0
pyrD	7	7	5	4	8	7	9	2	5	6	7	7	2	7	4	11
zapC	6	3	12	16	6	2	5	9	9	9	9	10	16	8	12	27
ycbX	16	15	21	16	18	8	14	10	15	19	11	13	18	9	12	13
rlmL	13	13	10	16	12	11	14	21	9	19	8	15	18	15	18	16
uup	2	0	2	1	0	0	0	0	1	0	1	1	2	0	0	0
pqiA	13	9	9	10	12	3	4	5	8	6	4	7	9	6	8	6
pqiB	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
rmf	13	15	10	19	15	9	13	11	13	13	9	19	16	12	22	25
fabA	5	5	5	3	4	1	4	5	3	5	2	5	6	4	4	5
ycbZ	14	11	12	11	11	7	9	13	9	11	6	14	13	11	13	9
matP	9	14	13	11	13	6	9	12	11	11	7	11	13	9	11	14
ompA	22	16	20	27	16	12	19	19	24	17	16	21	24	21	22	34
sulA	22	15	8	21	15	6	7	11	12	5	10	9	16	13	11	20
sxy	20	9	11	21	11	10	7	8	13	5	6	15	16	12	15	22
yccS	1	1	0	2	1	2	0	2	0	1	1	0	2	1	1	1
yccF	11	10	8	6	10	7	6	5	7	5	1	8	7	6	5	8
helD	8	8	5	6	5	1	6	8	6	5	7	10	7	7	10	11
mgsA	4	4	6	6	4	1	4	7	4	7	4	8	8	4	8	9
yccT	14	11	12	16	11	6	6	7	13	8	4	8	15	5	11	11
yccU	11	8	7	16	11	4	6	12	5	8	6	11	15	13	11	14
hspQ	4	2	3	5	1	2	1	3	5	0	4	3	4	2	4	5
rlmI	8	5	2	8	6	5	5	7	6	6	3	2	3	7	7	6
yccX	6	2	7	8	7	3	5	2	7	6	5	5	3	6	6	8
tusE	4	5	4	5	5	4	4	8	1	7	3	5	8	5	5	9
yccA	15	7	9	20	8	8	5	17	9	11	5	10	19	12	16	18
serT	27	24	19	28	29	13	27	23	21	32	22	23	20	24	30	28
hyaA	28	23	23	28	30	22	27	19	24	32	13	24	20	21	29	27
hyaC	2	0	3	2	2	0	1	0	3	1	1	0	0	2	0	0
cbdA	6	4	11	11	5	3	9	9	9	6	7	8	11	14	3	8
cbdB	2	0	2	1	0	0	0	0	2	0	1	0	0	1	0	0
cbdX	1	1	2	0	2	0	0	0	2	1	1	0	0	0	0	0
appA	7	2	5	11	8	1	7	1	5	8	4	2	5	5	4	1
etk	2	1	1	2	0	0	1	0	1	0	0	1	3	0	1	2
gfcE	4	5	0	7	4	2	1	2	3	0	0	1	6	1	3	3
gfcB	8	5	5	9	2	3	7	4	6	5	3	4	11	3	4	13
gfcA	9	6	6	8	10	4	2	2	5	3	3	5	5	5	5	3
insA	3	5	2	8	5	3	2	6	5	3	4	6	5	5	10	9
cspH	19	13	20	22	13	8	10	19	15	17	10	13	26	12	15	28
cspG	28	13	19	22	15	10	10	20	12	17	8	13	26	15	13	19
ymcE	6	13	3	15	14	8	13	8	9	11	5	11	8	12	14	12
yccM	9	6	5	7	7	1	1	3	3	3	4	3	7	3	3	3
torS	5	5	4	7	6	6	3	7	4	7	1	1	6	5	4	5
torT	5	1	7	7	4	1	3	4	5	7	6	5	6	4	6	5
torR	14	8	10	13	7	3	4	6	13	6	6	5	10	3	11	4
torC	4	5	6	13	11	6	4	10	3	6	3	8	10	13	7	14
cbpA	18	15	9	26	13	11	9	18	12	10	7	12	24	15	16	23
yccE	23	12	18	26	16	7	9	9	15	10	11	15	24	12	13	18
agp	20	13	19	22	23	9	10	13	11	19	14	19	21	14	20	23
yccJ	1	2	2	1	2	0	1	1	2	1	2	0	1	2	0	1
wrbA	30	18	21	35	15	8	22	20	26	22	13	21	34	17	26	22
ymdF	22	21	20	35	26	13	22	21	17	22	8	18	34	26	15	30
rutG	1	1	3	0	1	2	0	3	2	1	1	0	1	1	1	1
rutF	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0
rutE	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1
rutD	0	0	0	0	0	1	2	0	0	2	1	0	0	0	0	0
rutC	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	1
rutA	17	16	10	16	17	12	11	15	10	17	6	8	15	10	13	18
rutR	18	8	15	16	13	6	11	10	10	17	12	16	15	10	17	17
putA	28	28	17	36	38	13	17	20	15	21	13	21	28	26	23	43
putP	43	21	20	36	23	13	17	17	26	21	13	28	28	15	38	28
efeU	24	24	15	41	30	23	31	29	24	38	24	20	26	29	36	43
efeO	4	6	3	3	4	0	3	5	2	2	1	3	6	4	1	4
efeB	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1
phoH	15	12	21	31	24	8	18	19	17	28	14	24	23	21	31	20
pgaB	1	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0
pgaA	41	20	24	64	33	14	14	24	32	18	17	15	43	32	28	47
ycdT	45	17	27	64	29	14	15	20	34	18	17	20	45	28	30	43
insE1	3	7	7	2	6	1	2	6	5	3	3	5	4	5	4	1
ymdE	1	5	6	2	4	3	2	7	5	3	1	7	4	5	6	3
serX	20	14	12	17	18	9	14	7	14	13	6	11	10	12	12	20
ghrA	20	11	7	17	12	6	14	12	12	13	9	14	10	14	18	20
ycdX	3	1	6	5	3	2	1	3	6	3	4	1	3	3	3	4
ycdY	2	1	1	4	0	0	0	1	1	0	1	1	6	0	1	2
ycdZ	5	4	0	11	7	1	7	7	3	9	3	8	5	9	12	6
csgG	4	0	2	3	2	2	0	1	1	2	1	0	2	2	0	1
csgF	3	0	1	2	1	0	1	1	1	2	2	1	1	1	2	2
csgE	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
csgD	38	32	26	45	37	11	13	23	22	20	12	30	44	22	32	50
csgB	53	34	23	39	32	9	24	15	25	20	16	32	39	18	29	41
csgA	2	2	0	4	2	2	2	1	2	0	2	1	2	4	1	6
csgC	4	3	5	4	5	1	2	1	4	3	2	2	3	2	2	6
ymdA	14	5	9	14	7	3	2	6	15	4	5	3	7	6	11	3
ymdB	12	7	8	2	6	2	3	6	7	6	3	6	4	2	7	5
opgC	23	20	23	32	27	21	20	21	20	24	14	22	28	24	23	28
opgG	28	22	21	32	23	14	20	23	24	24	21	20	28	20	27	23
yceK	12	9	7	13	10	8	14	6	7	14	8	9	12	7	9	13
msyB	7	3	5	5	6	4	3	7	5	4	2	1	2	9	3	6
mdtG	7	5	7	15	12	11	10	13	7	18	8	4	7	12	12	12
lpxL	19	12	8	25	18	6	14	3	11	16	9	8	16	7	12	19
yceA	19	8	3	25	12	9	14	8	7	16	6	12	16	11	18	19
yceI	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yceJ	19	14	5	30	20	7	6	19	14	9	1	5	15	22	17	32
yceO	0	1	1	2	3	2	1	1	1	1	1	0	1	3	0	1
solA	7	8	7	9	12	8	1	7	7	5	3	4	6	6	8	7
bssS	26	15	8	28	13	9	9	16	12	11	6	12	26	12	19	32
dinI	4	3	4	8	4	3	1	4	0	2	3	6	10	4	3	8
pyrC	5	3	6	6	7	6	9	4	5	9	4	4	4	8	3	9
yceB	0	6	6	7	7	7	12	7	8	13	6	10	4	8	13	11
grxB	3	6	4	3	4	5	0	6	7	1	2	2	2	4	6	2
mdtH	21	11	11	20	11	11	9	16	12	10	5	11	20	15	13	15
rimJ	15	11	16	20	13	5	9	11	15	10	11	11	20	12	11	21
yceH	1	0	1	1	0	0	0	1	2	0	1	0	0	2	0	0
murJ	4	6	6	6	8	8	6	8	3	9	6	6	6	7	7	7
flgN	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
flgM	9	4	4	7	4	5	3	3	5	5	1	2	6	2	4	3
flgA	10	5	4	14	9	5	13	7	5	14	10	8	9	10	10	9
flgB	9	8	7	14	10	10	13	4	10	14	5	5	9	5	9	10
flgC	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
flgD	1	0	3	0	0	0	0	1	2	1	1	0	0	0	0	0
flgE	0	1	3	1	4	1	0	1	1	1	1	2	0	4	0	2
flgF	0	1	1	1	1	0	2	2	2	2	1	0	1	2	1	0
flgG	10	10	10	16	14	5	11	5	10	13	9	7	12	7	9	11
flgH	2	3	3	3	2	3	2	2	4	3	5	3	3	1	4	5
flgI	0	0	1	0	0	0	0	1	1	1	1	2	0	0	3	0
flgK	7	3	3	5	1	4	4	6	3	4	4	3	6	5	3	2
flgL	1	0	2	1	0	0	0	0	2	0	2	0	1	0	0	0
rne	7	10	10	5	6	5	13	7	11	10	6	9	8	6	8	7
yceQ	7	9	7	5	8	6	13	10	6	10	5	10	8	11	6	7
rluC	17	3	9	12	7	4	4	2	6	7	4	8	11	4	8	4
yceD	2	3	1	3	1	1	3	3	2	3	0	2	4	1	2	2
rpmF	3	1	3	3	0	4	3	1	4	1	6	5	3	3	4	3
plsX	4	6	5	4	5	5	6	3	8	6	6	2	2	3	5	3
fabH	5	6	6	2	4	2	6	3	6	6	2	5	4	1	5	1
fabD	3	1	1	2	0	0	0	0	2	0	1	0	2	0	0	1
fabG	3	0	2	1	0	0	0	0	2	0	1	0	0	1	0	0
acpP	20	8	11	18	11	5	13	5	11	14	8	14	15	6	15	16
fabF	3	5	4	4	5	6	4	6	6	2	4	5	2	9	4	8
pabC	6	6	5	6	6	8	5	10	4	7	4	7	7	8	7	15
yceG	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ycfH	0	1	2	1	1	0	0	0	3	0	0	0	0	1	0	0
ptsG	28	17	13	21	16	11	14	16	16	16	8	18	18	13	23	19
fhuE	22	20	10	33	27	16	18	21	15	24	3	10	22	22	20	24
hinT	24	10	21	33	20	3	18	10	22	24	16	20	22	15	27	22
ycfL	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lpoB	1	0	0	1	0	0	0	1	1	0	2	1	0	1	2	1
nagZ	0	0	3	0	1	0	0	0	2	1	1	1	0	0	0	0
ycfP	1	0	2	1	0	1	1	2	2	2	2	1	1	0	3	1
ndh	32	24	12	38	32	20	19	26	13	22	11	18	28	31	23	29
ycfJ	7	7	11	14	14	13	14	17	11	19	9	8	7	20	13	15
ycfQ	22	14	11	33	17	3	6	8	16	6	9	8	24	12	13	20
bhsA	20	8	8	33	13	9	6	11	12	6	3	14	24	16	17	22
ldtC	6	9	1	16	12	7	4	10	2	7	5	4	12	10	9	14
mfd	7	6	6	16	10	9	7	4	10	9	4	3	8	6	8	7
ycfT	25	11	14	24	18	12	12	13	14	13	6	16	17	19	17	9
lolC	9	16	13	24	17	6	12	14	19	13	12	11	17	14	18	25
nagK	3	2	4	1	4	0	1	0	1	3	3	1	2	0	0	1
cobB	7	3	9	5	6	3	14	3	5	12	6	13	6	8	7	8
ymfA	2	1	5	2	3	2	4	1	1	6	5	5	5	1	3	6
potB	1	0	1	1	1	1	0	0	1	0	0	2	1	1	1	1
potA	23	16	18	18	23	14	10	7	10	14	7	14	19	11	9	19
pepT	19	14	7	18	9	7	10	18	11	14	14	16	19	10	23	23
roxA	3	5	3	9	6	4	4	3	2	6	2	4	8	3	5	6
phoP	10	9	5	16	7	13	8	10	6	8	5	6	17	8	7	16
purB	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
hflD	5	3	3	2	2	0	0	2	2	1	1	1	4	1	1	4
mnmA	4	1	4	4	2	3	4	2	5	4	1	5	2	3	6	2
nudJ	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0
rluE	5	7	5	14	7	7	11	13	7	15	4	11	13	9	17	16
icd	16	11	13	14	17	4	11	5	9	15	7	7	13	7	7	5
ymfE	28	29	20	55	41	11	13	30	19	14	7	22	44	41	23	33
lit	33	22	30	55	23	7	13	20	41	14	11	29	44	19	41	28
xisE	24	31	34	18	29	29	20	30	29	29	23	35	25	19	39	25
ymfI	25	35	30	18	39	23	20	34	19	29	29	31	25	29	29	24
ymfJ	11	14	14	12	11	7	10	4	17	7	8	9	12	4	10	10
cohE	7	9	2	9	5	4	3	4	4	0	3	7	10	3	6	9
croE	9	7	4	9	6	3	3	2	3	0	4	9	10	4	5	7
ymfL	5	5	3	3	5	1	1	2	4	1	1	0	2	2	1	3
oweE	0	0	1	0	0	0	1	0	0	0	2	2	0	2	0	0
ymfR	1	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1
stfP	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
stfE	5	1	2	7	4	3	0	3	2	3	2	3	4	4	5	8
pinE	8	3	3	7	5	2	0	2	4	3	3	1	4	2	4	5
mcrA	16	6	8	9	7	0	1	2	5	2	0	9	10	2	7	11
icdC	24	11	11	28	12	1	2	15	7	7	3	13	31	11	14	20
iraM	47	25	18	69	42	14	9	15	12	15	14	21	58	26	21	49
ycgX	14	20	14	15	22	13	8	13	13	8	6	11	14	15	11	11
bluR	15	11	9	24	15	3	8	4	10	5	5	13	19	11	11	21
bluF	33	19	12	33	20	7	6	15	13	9	3	21	32	13	24	29
ycgZ	29	21	15	33	24	3	6	12	13	9	7	19	32	13	20	33
ymgA	3	2	4	3	3	1	1	2	2	3	1	3	4	1	3	4
ariR	3	1	4	3	1	1	0	0	3	0	1	2	3	1	1	2
ymgC	7	6	6	13	5	0	2	9	4	3	2	5	16	7	4	14
ycgG	20	10	18	35	20	11	11	24	19	22	11	14	24	23	26	26
ymgF	6	3	10	13	6	3	2	6	5	8	3	11	14	4	12	18
ycgH	30	12	13	44	22	10	11	19	19	13	14	29	28	27	37	38
ymgD	1	0	0	2	0	0	0	0	2	0	1	0	0	0	2	0
ymgI	12	8	2	15	11	1	1	4	4	1	0	3	10	7	5	9
ymgJ	9	3	4	15	5	0	1	2	7	1	1	8	10	4	11	12
ycgI	3	7	7	4	7	4	4	12	7	10	7	8	4	7	14	5
minE	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
minD	3	1	1	1	1	1	0	2	1	0	1	0	1	2	0	3
minC	44	28	29	48	29	13	22	28	37	25	23	22	38	26	34	26
ycgJ	25	21	28	50	34	21	22	27	28	24	14	29	37	37	31	44
pliG	16	15	15	17	18	16	10	12	12	14	8	11	17	11	12	18
ycgL	18	11	12	17	12	8	10	15	11	14	16	15	17	12	18	16
ycgM	2	2	2	7	3	3	8	1	4	4	8	5	4	5	3	5
ycgN	5	4	3	2	3	3	6	5	2	9	4	5	5	1	7	6
hlyE	29	14	21	47	22	8	12	20	22	20	8	14	37	20	23	29
umuD	29	14	20	47	23	8	12	21	20	20	8	14	37	22	22	29
dsbB	9	5	2	14	7	8	8	9	5	14	6	5	9	5	14	12
nhaB	19	15	16	15	19	10	4	15	14	10	6	6	12	14	10	14
fadR	14	6	15	15	10	6	4	16	14	10	10	15	12	14	19	19
ycgB	27	16	19	28	21	10	17	22	20	22	13	14	21	22	20	18
dadA	18	14	22	28	20	13	17	19	22	22	10	16	21	20	21	27
dadX	1	1	1	0	0	0	1	0	2	0	1	0	0	0	0	0
cvrA	9	5	8	6	4	3	6	6	4	6	4	6	10	5	3	2
ldcA	5	5	5	8	7	5	5	6	5	7	5	5	6	7	7	8
emtA	8	5	6	8	7	5	5	5	7	7	5	5	6	5	7	5
ycgR	16	10	12	15	13	4	12	7	12	11	8	14	12	12	12	13
ymgE	13	14	7	15	12	8	12	12	12	11	4	10	12	12	13	16
ycgY	12	11	7	17	11	6	12	7	10	7	6	9	14	12	6	15
treA	18	16	10	31	17	13	16	22	19	16	9	12	21	23	21	31
dhaM	1	0	0	1	0	0	0	0	1	0	2	1	0	0	2	1
dhaL	1	0	2	0	1	0	0	0	2	1	1	0	0	0	0	0
dhaK	18	9	7	25	19	9	9	9	7	12	8	13	15	16	16	18
dhaR	18	13	9	25	16	8	9	7	16	12	9	9	15	7	19	18
ycgV	48	24	23	67	32	16	9	18	31	16	13	19	51	19	33	41
ychF	8	1	7	13	6	3	4	3	4	7	4	10	11	6	9	12
pth	21	28	11	16	25	13	10	16	8	11	9	17	21	13	15	19
ychH	19	17	16	16	15	9	10	11	13	11	13	28	21	8	25	21
dauA	4	7	3	11	7	8	7	8	8	8	4	5	6	7	11	9
prs	5	9	7	7	13	10	10	10	8	13	8	7	2	12	10	11
lolB	18	13	16	17	13	5	11	11	15	13	9	11	18	9	11	13
hemA	13	11	11	17	11	9	11	16	9	13	5	13	18	15	13	18
prfA	0	3	2	3	5	1	1	2	0	2	1	2	3	2	1	6
ychA	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
kdsA	3	2	2	4	2	1	2	2	3	1	1	0	3	3	0	4
ldrA	7	2	3	5	5	1	2	1	1	4	2	2	3	2	2	3
rdlA	3	2	1	5	2	2	2	3	2	4	1	2	3	1	5	7
ldrB	6	3	3	4	5	1	2	2	1	4	2	2	3	2	2	3
rdlB	3	2	2	4	2	2	2	3	2	4	1	3	3	1	5	6
ldrC	6	3	3	4	5	1	2	2	1	4	2	2	3	2	2	3
rdlC	3	2	2	4	2	2	2	3	2	4	1	3	3	1	5	6
chaA	26	19	11	23	18	9	8	16	12	5	5	13	24	17	11	26
chaB	26	13	16	23	11	5	8	11	17	5	9	19	24	12	18	26
chaC	13	3	13	7	8	6	9	3	6	10	9	20	8	7	15	10
ychN	20	9	13	14	7	6	9	10	14	7	6	11	15	10	10	11
ychO	11	11	10	14	10	6	9	13	10	7	6	9	15	14	7	20
narX	22	21	21	33	21	14	10	20	20	11	9	19	33	20	19	21
narK	21	19	20	33	19	9	10	21	20	11	14	21	33	20	21	22
narG	27	25	21	50	30	22	19	30	16	23	17	26	49	31	26	48
rttR	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1
tpr	8	3	2	5	5	4	3	4	3	3	3	1	2	6	3	4
tyrV	17	14	16	11	14	12	14	8	21	10	10	9	6	12	10	12
tyrT	12	10	8	11	12	10	12	5	6	12	5	7	11	7	5	11
purU	3	5	3	0	6	1	2	2	1	2	4	4	2	3	2	4
ychJ	5	5	6	10	7	6	7	6	4	8	5	6	10	7	5	9
rssA	9	6	6	10	5	5	7	6	7	8	6	5	10	4	7	5
rssB	6	5	11	6	9	3	1	4	6	6	5	4	7	3	4	6
galU	16	13	7	17	10	7	12	14	10	12	8	10	18	11	12	12
hns	43	31	22	45	31	20	15	42	23	26	13	19	45	30	31	37
tdk	32	26	38	45	33	15	17	27	34	29	16	24	42	22	33	39
insZ	7	8	8	6	9	7	6	9	6	9	7	5	7	7	6	9
adhE	40	26	34	41	31	12	16	28	27	28	9	25	43	21	29	36
ychE	36	25	28	41	29	9	16	34	21	28	12	26	43	27	31	40
oppA	52	26	33	50	31	15	19	19	38	19	16	27	41	24	32	29
oppB	3	4	8	4	9	3	3	3	4	7	9	6	4	4	6	3
oppC	0	1	1	0	0	0	2	2	1	2	1	0	1	1	1	0
oppD	0	0	2	0	1	1	0	0	1	2	1	1	0	0	1	0
yciU	4	4	4	0	3	1	2	1	1	1	2	4	3	1	0	1
clsA	11	9	4	14	10	8	6	9	6	8	2	5	11	8	8	9
yciY	9	5	9	14	8	2	6	4	8	8	8	9	11	6	10	11
kch	18	16	16	29	24	9	8	16	13	15	9	18	24	17	22	25
yciI	20	11	13	21	20	7	7	9	11	9	6	10	14	17	10	17
tonB	17	10	9	21	10	6	7	13	17	9	7	11	14	11	20	20
yciA	3	2	6	5	5	8	5	11	3	7	5	7	5	12	6	8
yciB	3	1	1	3	1	1	2	1	2	1	1	1	3	1	1	3
yciC	26	22	14	39	23	20	14	19	20	20	9	11	31	15	23	27
ompW	27	11	19	39	23	9	14	14	15	20	20	22	31	20	23	26
yciE	4	2	3	6	2	0	0	1	3	0	1	1	5	2	1	8
yciF	6	2	4	11	5	2	4	4	5	6	3	3	7	5	6	6
yciG	39	24	11	38	29	17	18	21	11	14	6	14	33	31	10	34
trpB	2	1	1	0	1	0	0	0	2	0	2	0	0	0	0	0
trpE	9	5	7	7	8	4	4	2	5	7	2	3	6	2	4	6
trpL	11	9	5	11	9	2	9	7	7	7	5	9	10	9	8	10
yciV	10	9	7	11	8	5	9	5	9	7	2	9	10	7	9	11
yciQ	2	2	1	2	2	1	2	1	3	1	2	1	0	1	2	2
rluB	18	13	21	10	15	7	8	13	15	12	5	14	14	11	12	10
yciK	11	12	19	11	20	11	10	8	11	17	8	16	11	10	14	14
sohB	14	16	8	11	14	8	10	19	10	17	11	12	11	11	20	11
yciN	24	24	19	27	25	19	20	26	21	24	14	22	24	23	28	24
topA	24	22	26	27	28	14	20	19	23	24	19	24	24	21	25	24
cysB	12	10	10	19	9	6	8	10	7	8	9	14	23	9	11	23
ymiA	16	13	11	30	14	9	13	17	11	8	8	18	29	24	13	34
yciX	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
acnA	24	17	13	34	24	14	13	27	16	18	15	17	24	29	25	34
ribA	15	9	9	14	12	11	8	7	13	7	5	8	7	12	10	11
pgpB	11	8	7	14	10	5	8	9	12	7	11	9	7	13	12	15
yciS	13	7	5	14	8	5	10	6	7	10	7	7	11	6	9	11
yciM	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1
pyrF	16	10	8	12	12	11	12	9	7	12	8	10	11	12	9	16
osmB	15	12	19	33	16	9	9	17	20	11	6	8	28	18	11	24
yciT	5	2	6	9	4	3	6	2	3	5	3	6	10	4	3	11
yciZ	5	3	5	21	5	6	5	10	5	8	3	6	19	9	9	18
gmr	2	3	1	4	1	4	4	3	3	3	3	3	4	3	3	6
ymiB	6	3	3	4	3	3	4	1	3	3	4	3	4	3	1	2
rnb	6	4	4	4	6	5	5	4	3	6	1	3	3	4	3	3
yciW	3	4	4	9	2	12	13	11	7	9	5	9	8	14	8	13
fabI	25	19	26	20	21	21	18	21	23	26	26	20	20	15	25	15
ycjD	5	2	4	7	5	4	0	6	6	0	0	1	2	9	4	8
sapA	20	24	13	25	22	12	21	17	17	16	9	20	23	20	19	18
ymjA	6	5	6	13	7	9	12	6	6	15	6	4	12	5	7	5
puuP	9	16	15	18	14	20	23	18	24	27	21	10	11	12	23	18
puuA	18	13	8	21	18	3	7	9	10	10	6	7	14	12	11	21
puuD	21	7	9	21	11	6	7	8	12	10	3	13	14	10	18	18
puuR	3	2	2	2	3	1	0	1	1	1	1	1	2	0	1	1
puuC	21	11	21	21	20	7	18	11	19	23	16	13	15	15	16	9
