; oligo-analysis  -v 1 -sort -i $RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102320_q0uO0g.fasta.fasta -format fasta -return occ -table -1str -quick_if_possible -seqtype dna -bg upstream-noorf -org Saccharomyces_cerevisiae -pseudo 0.01 -l 2 -o $RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.121001_FPd5b0_2nt.tab
; Citation: van Helden et al. (1998). J Mol Biol 281(5), 827-42. 
; Program version              	1.169
; Slow counting mode           
; Oligomer length              	2
; Input file                   	$RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102320_q0uO0g.fasta.fasta
; Input format                 	fasta
; Output file                  	$RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.121001_FPd5b0_2nt.tab
; Count overlapping matches
; Counted on a single strand
; Number of output patterns	16
# seq	aa	ac	ag	at	ca	cc	cg	ct	ga	gc	gg	gt	ta	tc	tg	tt
TD(GUC)J4	48	23	26	72	31	17	5	27	27	6	10	22	64	34	23	64
YJR056C	40	27	21	37	35	18	14	30	18	17	7	22	32	35	22	77
SUP4	50	20	21	56	29	15	10	38	20	12	11	30	49	45	30	63
CDC8	80	26	34	49	25	18	11	22	36	13	18	26	48	19	30	44
APS2	35	33	26	37	29	23	21	27	24	29	31	33	43	15	39	54
PTK2	48	32	31	38	38	30	25	19	19	30	24	38	45	19	31	32
CBF1	68	35	14	57	38	22	16	22	15	8	14	20	53	33	14	70
YJR061W	77	23	39	32	26	19	15	23	40	16	17	21	29	25	22	75
NTA1	25	19	14	34	21	15	6	26	12	12	7	12	35	22	16	68
RPA12	68	12	26	34	16	7	6	14	22	12	15	19	35	12	21	25
CCT5	41	18	13	47	25	5	8	15	16	10	7	20	38	20	25	32
ARP3	30	13	18	16	15	15	10	18	16	13	9	12	16	17	13	25
TOR1	25	12	18	16	13	9	10	18	17	13	15	13	16	16	15	30
YAE1	24	9	17	14	7	6	5	15	17	6	2	11	16	11	13	24
RFC2	24	11	15	14	13	2	5	17	11	6	6	9	16	17	7	24
HAM1	33	12	12	28	20	5	7	10	10	7	2	7	22	18	5	22
LIA1	66	20	26	28	19	13	13	16	27	9	12	18	27	20	15	38
NPA3	30	12	11	20	14	3	7	13	9	13	1	4	21	9	7	15
OPI3	18	15	12	12	20	6	4	6	12	9	6	6	6	6	12	8
MOG1	8	6	6	12	12	6	4	12	6	9	6	15	6	12	20	18
HOC1	21	14	17	22	13	8	8	13	15	8	3	9	25	12	8	32
CDC11	60	33	20	57	40	20	17	20	17	18	17	24	53	27	22	54
MIR1	41	26	39	33	42	28	27	24	32	36	17	28	24	32	29	41
BNA2	50	31	27	34	37	19	25	34	24	37	19	27	31	28	35	41
AIM24	39	18	18	30	18	10	10	13	21	10	11	9	27	14	12	36
EAF6	44	20	16	34	22	19	8	20	16	12	6	13	33	17	17	54
ACF4	23	16	7	14	13	11	4	16	8	5	3	8	17	12	9	28
CSN12	28	8	16	14	9	3	4	7	12	5	11	16	17	8	13	23
YJR085C	53	32	42	46	35	8	17	19	40	14	23	26	44	25	21	54
STE18	62	24	26	51	27	11	13	31	29	15	9	30	46	31	35	59
YJR088C	48	20	21	36	15	9	11	17	30	11	10	21	32	12	30	20
BIR1	20	21	17	36	30	10	11	21	12	11	9	20	32	30	15	48
GRR1	57	26	22	47	33	20	10	26	16	16	16	28	46	27	28	81
JSN1	43	19	20	35	20	13	14	21	27	10	15	23	27	26	26	58
BUD4	58	23	21	35	26	15	14	20	26	10	13	19	27	27	20	43
FIP1	33	16	13	47	24	17	12	24	13	13	4	16	40	31	17	44
IME1	64	34	17	51	28	23	9	36	15	9	9	23	59	30	21	71
RPL43B	41	22	21	61	26	24	16	24	34	16	12	20	45	27	33	77
SFC1	53	24	29	43	21	20	13	32	28	14	15	34	47	28	34	64
YJR096W	75	25	25	47	30	21	9	27	24	15	9	14	42	27	19	43
JJJ3	54	18	23	36	15	6	13	18	28	11	11	18	34	17	21	45
YJR098C	52	31	22	32	23	13	9	32	23	10	20	21	39	23	23	45
YUH1	45	21	32	32	23	20	9	22	23	10	13	31	39	23	23	52
AIM25	66	27	39	48	28	17	13	16	39	12	27	29	47	19	27	45
TL(UAG)J	55	31	18	53	34	28	11	36	22	13	16	23	46	37	28	48
RSM26	23	8	21	14	16	5	5	10	15	11	9	8	13	12	8	35
VPS25	57	19	32	49	29	14	7	29	24	16	10	30	47	30	30	76
URA8	73	21	22	40	24	21	11	37	17	10	9	29	43	40	23	79
SOD1	55	28	29	42	37	26	28	23	29	36	32	21	33	24	29	27
ADO1	34	22	32	39	35	31	25	28	27	35	28	28	30	31	33	41
ECM27	37	20	15	18	21	10	9	15	7	11	4	9	24	14	3	16
YJR107W	41	18	18	26	22	19	9	20	20	13	5	12	19	21	18	43
ABM1	28	27	12	28	21	14	7	47	7	13	10	18	39	34	19	61
CPA2	70	20	33	57	26	18	8	29	34	13	9	22	50	30	28	52
YMR1	61	22	32	51	30	12	9	22	31	8	29	26	43	31	25	67
YJR111C	35	21	8	29	23	12	3	28	6	12	3	13	30	21	20	58
NNF1	58	13	28	29	20	3	3	8	21	12	12	21	30	6	23	35
YJR112W-A	24	12	16	10	13	4	6	4	14	5	3	7	12	6	4	13
RSM7	67	26	38	48	36	8	19	22	35	27	21	22	41	24	27	38
YJR115W	47	29	25	21	34	69	31	32	16	41	14	25	25	28	25	37
YJR116W	44	27	16	39	34	13	15	15	13	17	6	15	36	20	14	48
STE24	67	32	14	27	27	12	9	24	16	6	9	6	29	23	5	35
ILM1	38	9	15	21	14	2	6	5	12	8	3	10	20	8	9	21
JHD2	50	29	40	43	35	16	13	32	31	21	20	27	46	31	25	40
YJR120W	51	32	33	38	28	23	12	40	25	20	14	29	50	28	30	46
ATP2	25	5	7	8	7	8	1	10	7	1	0	6	6	12	6	20
IBA57	43	32	21	51	28	15	12	41	20	15	11	23	56	35	24	72
RPS5	48	32	22	38	33	42	12	37	19	18	17	16	40	32	20	73
YJR124C	70	31	24	42	25	14	11	31	26	10	8	24	46	27	24	84
ENT3	27	17	24	30	18	5	7	9	23	6	14	19	31	11	16	32
VPS70	28	12	14	24	16	8	6	9	10	10	13	10	24	9	9	24
RSF2	53	35	27	40	35	13	28	25	28	32	34	27	39	20	33	30
YJR129C	44	10	16	18	10	5	6	8	16	7	2	10	17	8	11	9
STR2	68	26	23	51	32	18	13	30	23	15	10	23	46	33	25	63
MNS1	63	23	30	52	25	10	13	23	34	15	19	26	46	23	32	65
NMD5	22	7	8	32	16	4	5	8	12	9	4	10	19	13	18	40
XPT1	39	12	20	33	17	8	5	19	24	10	9	12	24	19	22	48
SGM1	25	6	17	16	8	7	5	10	8	6	6	23	23	11	14	20
MCM22	26	15	10	13	15	5	7	9	10	6	4	10	13	11	9	28
TIM8	28	10	9	13	9	4	7	10	11	6	5	15	13	10	15	26
YJR136C	31	12	14	34	13	3	5	8	18	4	6	9	30	10	12	40
ECM17	58	32	28	52	34	13	14	21	34	17	24	22	45	20	31	54
IML1	64	28	32	50	29	9	5	35	28	14	19	21	52	27	27	59
HOM6	32	9	12	21	9	3	6	6	15	5	12	24	19	7	25	19
HIR3	17	12	15	13	12	6	6	15	12	9	7	10	16	11	10	37
YJR141W	37	10	15	13	10	7	6	15	11	9	6	12	16	12	12	17
YJR142W	27	12	9	16	12	2	5	9	7	6	6	9	19	8	8	35
PMT4	32	16	9	24	11	8	10	23	12	4	0	15	26	23	13	40
MGM101	40	15	23	24	13	0	10	9	23	4	8	16	26	12	11	32
RPS4A	46	20	30	35	28	19	17	28	18	23	25	35	39	30	30	76
HMS2	47	27	39	27	32	24	27	34	34	31	24	32	26	36	31	28
BAT2	50	31	24	32	20	23	19	37	31	12	15	22	35	33	22	64
YJR149W	34	12	17	28	14	9	8	17	15	11	10	16	27	17	17	32
DAN1	60	24	24	49	25	19	22	28	30	19	18	26	43	32	29	51
DAN4	58	21	33	41	27	13	23	27	35	24	16	33	34	32	35	47
YJR151W-A	70	23	30	47	29	24	14	35	29	24	17	22	42	30	32	31
DAL5	62	25	34	50	39	15	18	22	36	19	20	26	34	35	30	34
PGU1	63	33	24	50	35	16	16	24	31	12	14	21	41	30	24	65
YJR154W	76	26	40	46	33	13	14	20	32	18	17	29	46	23	26	40
AAD10	49	33	26	37	27	23	15	35	33	19	35	24	36	25	35	47
THI11	55	27	22	60	38	12	14	26	21	24	19	21	49	27	30	54
HXT16	76	24	38	37	32	9	10	30	23	28	17	31	45	20	34	45
SOR1	73	20	31	40	30	16	13	38	23	19	19	26	37	42	24	48
MPH3	38	23	35	48	40	14	16	26	29	22	14	35	37	37	34	51
COS5	50	30	24	36	24	22	26	34	27	27	12	31	40	27	34	55
PAU16	56	25	39	52	32	11	11	26	43	19	18	24	42	25	35	41
YKL222C	76	18	30	62	28	13	11	23	29	16	10	24	54	27	28	36
MCH2	36	24	23	62	28	10	11	30	27	16	13	18	54	29	28	76
FRE2	60	25	20	51	28	14	11	27	24	16	17	30	44	25	39	68
COS9	64	31	20	54	26	17	14	30	30	14	13	22	50	24	32	58
SRY1	75	25	30	49	27	9	11	24	26	11	15	29	51	26	25	66
JEN1	72	24	34	35	28	31	14	35	29	17	13	26	36	36	24	45
URA1	55	29	20	45	31	29	16	35	25	16	23	15	38	38	19	65
YKL215C	50	26	20	37	24	11	6	27	21	11	6	18	39	20	23	54
YRA2	42	18	13	29	18	4	6	16	16	7	5	9	27	15	13	27
DOA1	38	16	30	41	19	11	12	26	24	19	20	30	43	22	31	52
SAC1	52	30	26	41	31	20	12	30	22	19	11	16	43	24	19	38
TRP3	46	25	25	40	27	15	14	45	23	24	12	23	41	37	31	71
UBA1	60	23	44	35	32	14	16	29	33	31	24	28	37	22	32	39
STE6	43	27	17	44	26	16	9	31	16	16	9	17	46	24	23	74
TRT2	54	14	18	36	18	8	10	25	16	17	6	11	35	22	16	43
CBT1	43	11	25	36	16	6	10	18	22	17	8	14	35	16	18	54
LRC3	27	17	15	24	20	6	8	11	13	13	5	7	22	9	11	12
ADD66	47	18	11	15	13	10	4	17	15	7	6	5	16	9	13	34
LOS1	34	5	17	15	13	6	4	11	9	7	10	18	16	15	13	47
EAP1	52	19	25	35	20	4	6	17	17	9	9	21	43	14	16	42
TOR2	47	28	28	62	33	13	11	25	29	16	16	19	57	25	25	65
MNN4	77	34	19	39	34	28	22	30	23	23	13	17	35	29	22	54
PTK1	56	33	22	47	37	27	21	22	23	26	14	18	43	21	23	66
PEX1	41	26	18	51	29	16	20	37	24	20	21	27	43	40	32	54
TN(GUU)K	65	31	33	56	41	18	10	20	24	20	16	27	56	20	27	35
YKT6	22	17	17	22	22	9	7	17	14	14	14	15	21	15	19	40
MIA40	40	15	17	22	19	14	7	17	15	14	9	17	21	14	22	22
MST1	38	11	11	28	13	6	4	13	12	8	3	5	25	11	10	20
SDS22	23	11	9	40	11	22	9	15	10	6	3	18	39	18	15	27
ACP1	63	40	32	35	40	16	10	37	33	14	9	21	34	34	26	52
DPH2	52	21	37	35	26	9	10	32	34	14	16	40	34	33	40	63
CNB1	41	13	13	29	13	10	9	21	13	12	15	14	30	17	17	39
TL(UAA)K	41	28	29	66	36	17	8	26	33	12	16	22	53	30	30	52
HYM1	55	14	26	39	23	16	13	13	26	19	15	21	31	16	26	58
PXA2	64	21	16	64	27	14	13	22	21	9	12	24	54	32	25	78
YKL187C	62	24	30	37	25	22	23	26	33	20	26	29	33	31	28	50
MTR2	61	33	33	37	27	23	16	31	36	21	20	24	40	20	32	45
ASH1	78	25	22	56	28	15	9	35	24	12	11	14	52	35	18	65
SPE1	60	23	21	47	32	12	16	33	24	17	9	19	35	41	23	78
YKL183C-A	9	2	3	12	2	2	2	9	5	3	5	9	10	8	13	18
LOT5	18	9	9	12	13	5	2	3	8	3	2	2	10	5	2	9
FAS1	78	28	19	56	30	13	7	34	22	10	18	7	51	33	13	80
PRS1	59	23	24	51	19	16	14	37	28	19	11	17	52	28	26	64
RPL17A	58	25	29	42	32	19	18	35	29	28	23	16	35	32	26	52
COY1	73	26	33	52	42	11	10	22	26	18	11	24	44	29	25	53
STE3	51	23	23	56	31	13	9	27	25	17	21	25	45	28	35	70
LST4	33	15	46	30	17	9	13	25	39	17	24	52	35	23	49	72
ZRT3	59	41	20	40	43	22	9	40	23	17	10	23	36	33	34	49
TPO5	44	7	17	27	22	15	7	10	10	17	6	14	20	15	17	31
SNU114	31	14	10	27	17	6	7	17	15	17	15	7	20	10	22	44
EBP2	26	13	15	24	13	2	6	9	14	8	5	9	25	7	10	28
YKL171W	61	23	25	33	22	21	20	22	26	20	30	22	34	21	22	29
MRPL38	39	19	13	47	18	8	14	18	26	15	11	14	35	16	28	50
KKQ8	30	9	11	29	18	9	3	15	10	10	10	13	22	17	18	33
MRP49	64	24	29	38	29	8	6	14	25	9	17	21	37	16	20	16
TPK3	51	26	26	59	29	9	18	24	28	19	13	26	55	25	29	62
MCD4	39	16	12	37	18	8	9	17	13	9	4	22	35	19	23	44
TE(UUC)K	55	33	21	63	41	20	10	21	22	8	8	23	54	31	22	67
PIR1	69	21	28	58	28	17	11	36	26	22	14	17	53	32	26	41
PIR3	56	23	30	48	28	20	18	29	27	20	21	23	47	32	21	56
YKL162C	70	27	26	49	30	24	18	25	34	16	14	21	38	30	27	50
YKL161C	72	30	32	40	29	16	18	21	37	19	15	25	36	19	31	59
ELF1	95	32	22	49	26	15	13	25	26	10	18	19	51	22	20	56
RCN1	55	27	33	45	34	17	18	28	27	25	15	25	43	28	27	52
APE2	61	29	29	44	30	15	17	32	29	24	17	24	43	26	31	48
RPS27A	60	20	24	39	28	12	10	26	18	15	14	25	38	28	24	50
RSM22	32	11	15	23	15	9	3	17	11	8	7	15	24	16	16	35
SRP102	35	15	17	23	16	7	3	15	16	8	9	11	24	11	15	32
TR(UCU)K	56	34	14	72	42	19	9	27	22	10	9	16	57	33	25	54
GPM1	52	23	27	53	24	18	11	32	30	16	19	27	49	28	35	55
YKL151C	37	33	31	43	33	16	20	29	34	20	29	30	41	29	33	41
MCR1	53	27	31	39	33	31	18	31	24	21	15	34	40	34	30	38
DBR1	29	21	13	45	21	8	5	24	12	10	7	13	46	19	17	86
SDH1	58	26	39	33	27	28	23	34	29	26	25	23	42	32	17	37
AVT3	39	20	41	34	19	28	28	28	37	32	33	29	39	23	28	41
RPT1	31	24	21	45	23	13	9	13	26	9	13	14	42	12	19	36
RPC25	34	11	18	34	13	6	14	14	17	11	9	16	33	18	12	38
LTV1	38	16	14	34	12	9	14	18	18	11	6	11	33	17	13	34
MRP8	42	16	29	31	17	10	12	13	26	14	18	20	33	12	19	29
SDH3	59	19	31	55	29	25	10	30	26	18	13	23	49	32	27	45
TGL1	80	31	33	54	34	12	8	21	29	14	15	12	56	17	14	69
CTK1	70	28	28	50	25	8	7	29	25	12	15	22	57	21	24	78
HSK3	40	12	18	34	18	4	5	7	23	5	7	12	23	13	17	34
MRPL31	43	14	24	23	15	8	6	14	19	5	15	13	28	15	7	25
CMC1	25	13	14	23	7	15	6	24	15	5	8	14	28	19	15	43
APL2	57	29	28	46	34	14	11	31	24	19	6	21	44	28	25	65
OCT1	37	9	12	32	15	5	8	7	16	7	6	12	22	14	15	18
YKL133C	57	30	25	64	29	16	11	24	33	12	14	16	57	22	25	64
RMA1	49	19	31	41	30	14	8	24	26	20	16	16	35	23	23	45
SHE2	43	20	17	23	24	14	4	20	12	8	2	13	25	20	12	62
MYO3	59	17	19	40	20	13	10	13	23	10	12	14	33	16	18	46
PMU1	66	26	29	40	31	15	16	28	27	20	16	30	38	29	32	56
TK(CUU)K	50	23	27	57	25	5	16	22	26	7	26	40	57	33	30	55
PGM1	46	28	24	42	34	15	16	27	25	16	18	25	36	33	26	57
YPK1	46	27	20	44	30	14	13	27	21	16	11	20	40	27	24	72
RRN3	63	27	26	40	27	17	14	32	25	16	16	29	40	30	31	63
SSH4	40	28	33	42	31	8	11	28	23	15	15	26	50	27	19	65
SRP21	60	33	29	41	38	25	14	30	31	23	9	21	34	27	31	53
YKL121W	71	28	31	37	28	14	18	27	25	23	14	28	44	22	27	62
OAC1	73	23	30	48	32	20	20	26	30	24	22	21	39	31	25	35
VPH2	70	24	36	57	22	8	14	23	49	9	20	25	46	26	33	37
TA(AGC)K1	62	28	32	53	30	16	12	29	35	7	13	24	49	36	22	51
SBA1	44	23	19	33	20	12	9	17	21	11	14	17	33	13	21	48
PRR1	38	28	30	38	30	14	15	23	25	16	11	23	42	24	19	74
APN1	24	18	5	24	18	7	6	20	11	5	13	10	19	21	14	55
RAD27	63	31	30	44	26	16	22	21	31	22	18	23	47	16	24	65
ABF1	59	32	26	40	35	21	14	30	18	20	16	30	44	27	29	58
KTI12	81	30	25	48	37	11	9	23	32	16	19	17	34	23	31	63
HAP4	68	24	24	53	25	19	6	32	19	9	11	20	56	31	18	84
SLD2	78	26	16	54	31	11	12	23	18	9	14	20	46	31	20	90
YKL107W	42	18	21	49	27	6	8	8	15	11	15	18	46	14	15	39
YKL106C-A	43	9	20	26	16	5	12	12	16	15	7	11	23	15	11	27
AAT1	27	11	12	26	11	7	12	20	15	15	5	9	23	16	16	43
YKL105C	85	17	30	55	27	21	10	23	26	19	22	17	49	24	23	51
GFA1	54	29	25	39	39	17	18	34	21	20	13	17	34	42	15	82
LAP4	70	25	39	40	35	16	8	29	30	16	21	26	40	31	25	48
HSL1	61	32	24	43	26	15	22	28	26	18	19	24	47	27	22	65
YKL100C	34	13	16	24	14	11	7	13	14	6	11	12	24	15	10	34
UTP11	41	12	24	25	23	7	8	12	17	15	9	17	21	16	17	32
YKL098W	32	17	12	25	17	9	8	24	16	15	7	12	21	17	23	41
YKL096C-B	1	0	2	1	0	0	1	1	1	1	0	5	2	1	5	8
CWP2	8	5	1	1	5	0	1	2	1	1	0	0	2	1	0	1
CWP1	97	31	21	28	28	27	25	30	19	19	15	28	34	32	20	45
YJU2	49	24	27	40	26	19	12	28	26	17	9	21	40	25	24	37
YJU3	25	15	14	16	14	11	11	15	16	13	10	12	15	12	16	19
MBR1	61	23	28	47	32	22	17	19	28	18	16	28	38	27	29	64
BUD2	33	14	10	30	12	5	12	16	14	7	7	16	28	18	15	20
YKL091C	52	28	18	51	27	21	12	39	25	16	20	18	46	33	29	64
CUE2	67	31	23	65	40	9	13	22	32	15	16	17	48	29	28	44
MIF2	30	12	10	18	10	1	5	10	9	6	6	8	20	8	8	22
YKL088W	41	14	21	21	13	3	5	11	18	7	3	15	25	8	15	18
CYT2	42	18	27	35	24	11	12	23	15	19	19	27	40	22	22	60
SRX1	60	27	23	35	22	19	12	27	22	19	11	18	40	15	24	42
MDH1	61	31	26	45	35	22	17	23	22	23	23	14	46	21	16	32
HOT13	71	19	18	45	15	7	14	15	32	10	10	12	34	15	23	40
RRP14	80	23	39	41	28	17	11	17	47	17	20	24	28	16	39	52
TEF4	55	23	17	43	37	22	10	36	18	17	18	22	28	42	31	80
VMA5	64	27	26	48	30	11	11	31	26	14	13	29	45	31	32	61
SMY1	76	17	22	41	18	5	6	13	25	5	17	17	38	15	19	59
DHR2	34	10	14	35	7	2	9	15	24	7	5	15	28	14	23	28
YKL077W	53	13	22	48	22	3	13	17	23	17	16	16	39	22	20	55
YKL075C	39	12	20	29	15	5	7	16	19	11	6	14	26	15	18	48
MUD2	33	14	18	25	12	2	10	10	18	15	6	10	27	3	15	17
LHS1	17	10	10	25	15	6	10	18	3	15	2	14	27	18	12	33
STB6	73	21	33	61	26	8	16	17	32	20	17	21	58	17	24	55
TW(CCA)K	28	21	19	76	28	11	6	36	25	8	8	24	62	41	32	74
YKL071W	54	16	33	65	23	14	12	28	29	20	9	26	62	27	30	51
YKL070W	26	17	14	38	14	15	6	25	19	12	9	13	36	16	24	41
YKL069W	87	22	30	50	34	15	13	17	30	16	14	21	38	25	24	63
TV(AAC)K1	43	29	33	45	39	18	12	35	30	24	12	21	37	33	30	58
YKL068W-A	58	26	28	40	39	20	21	29	25	28	19	26	30	35	30	45
NUP100	63	28	36	43	30	16	11	23	33	16	13	24	45	20	26	72
TH(GUG)K	61	29	29	62	33	19	6	28	32	11	13	21	54	27	29	45
YNK1	60	17	27	60	24	19	15	27	31	10	14	22	50	38	21	64
YKL065W-A	56	28	25	43	29	22	16	32	24	21	25	24	43	28	29	54
YET1	58	30	29	37	27	22	20	39	21	34	19	22	48	21	29	43
MNR2	48	23	39	37	22	16	16	28	25	20	18	40	53	23	29	62
YKL063C	76	22	39	37	34	19	17	29	20	31	14	27	44	27	22	41
MSN4	47	23	24	38	23	21	15	40	22	23	17	21	41	31	27	86
YKL061W	50	21	17	58	21	14	13	28	17	13	14	23	58	28	24	100
FBA1	56	24	15	43	33	21	15	44	17	17	15	21	33	51	25	69
MPE1	67	27	21	64	35	9	6	23	21	12	15	23	56	25	29	66
TOA2	77	25	30	58	26	8	8	21	29	11	15	26	58	19	28	60
NUP120	44	22	21	42	23	13	11	32	24	9	4	20	38	35	20	83
TMA19	43	18	18	37	28	3	9	18	19	8	11	16	25	29	16	106
OAR1	41	20	15	48	20	9	8	16	20	9	18	21	44	15	27	47
DEF1	51	20	17	54	27	17	13	19	15	8	12	23	49	31	16	55
MDM35	21	10	17	29	15	6	5	6	14	8	9	11	26	8	11	28
ASK1	29	17	34	30	23	25	23	22	32	24	30	35	27	27	34	87
SFK1	71	31	32	41	34	19	13	31	30	20	24	15	40	27	20	51
YKL050C	42	22	29	41	30	10	7	23	26	13	22	27	37	25	30	69
CSE4	70	24	21	69	22	6	13	16	38	7	10	15	53	21	26	37
ELM1	41	18	20	34	17	11	7	18	20	12	6	16	35	12	21	37
YKL047W	37	16	18	34	21	6	7	20	12	12	11	18	35	20	17	41
DCW1	55	30	24	51	29	12	20	26	27	17	23	27	49	28	27	54
PRI2	44	35	29	47	39	13	18	30	31	23	17	21	42	28	28	54
PHD1	43	22	26	39	33	29	13	40	19	18	14	23	35	46	21	78
SPC42	96	30	20	43	27	10	18	27	24	18	13	21	42	25	25	60
VPS24	60	26	25	59	25	12	12	24	20	13	19	26	64	22	23	69
NFU1	69	28	36	52	38	11	15	22	26	21	13	26	52	26	22	42
PTM1	67	24	38	40	28	12	12	23	31	17	20	34	44	22	32	55
RGT1	69	28	28	39	38	18	13	32	25	19	15	24	32	36	27	56
AIM26	20	20	14	14	21	15	8	23	7	14	10	13	20	18	12	17
UGP1	18	11	13	14	16	8	3	8	7	4	6	10	15	12	5	18
TUL1	55	18	31	38	29	10	11	22	13	15	18	29	44	29	15	60
YKL033W-A	45	24	20	40	26	16	7	22	21	10	11	16	36	21	20	63
YKL033W	24	11	11	32	16	1	3	8	8	7	7	17	30	9	18	37
TV(AAC)K2	43	29	31	47	28	14	14	30	28	15	21	37	51	28	35	48
IXR1	33	40	24	22	35	27	26	48	24	29	23	29	28	39	32	40
MAE1	61	29	21	47	25	19	27	27	25	22	14	26	47	27	25	57
TFA1	72	24	28	40	24	9	18	24	34	23	18	32	34	19	43	57
YKL027W	70	16	23	36	19	6	4	22	19	8	7	11	37	21	11	44
GPX1	31	25	18	41	23	21	10	18	17	9	12	20	43	17	19	31
PAN3	27	15	14	35	8	9	8	12	12	9	8	10	43	5	9	21
URA6	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
YKL023C-A	21	22	11	34	21	21	9	28	9	12	8	16	37	24	16	57
YKL023W	57	16	28	34	16	8	9	11	24	12	21	22	37	9	21	21
CDC16	11	3	5	14	3	1	4	4	3	5	0	7	15	3	6	10
MAK11	2	4	3	12	5	1	0	6	3	2	0	0	10	5	2	25
SPT23	49	27	29	42	37	17	19	29	27	28	17	27	35	30	34	39
RAM2	39	27	29	42	34	17	19	29	30	28	17	27	35	27	37	49
YKL018C-A	37	7	18	15	10	0	4	12	13	11	8	15	17	8	18	28
SWD2	28	15	12	15	18	8	4	18	8	11	0	7	17	13	10	37
HCS1	27	13	10	29	12	6	4	14	9	7	5	9	32	10	11	24
ATP7	47	29	19	59	28	18	20	25	26	18	12	26	53	26	31	62
PUT3	54	29	25	58	32	13	19	21	27	17	19	29	54	26	29	47
URB1	63	35	23	61	30	7	12	28	26	13	8	20	64	22	24	63
ARC19	31	15	20	22	21	14	11	16	15	14	10	17	21	19	15	24
PRP40	24	17	16	22	15	10	11	20	19	14	14	15	21	15	21	31
CCE1	24	10	9	23	10	3	5	12	9	4	6	8	22	13	7	41
UFD4	49	17	22	32	23	10	6	22	21	13	20	16	27	22	21	44
MRT4	44	16	22	32	21	20	6	22	22	13	10	17	27	21	23	49
LAC1	35	22	20	44	23	19	16	27	23	12	19	29	40	32	27	111
CAP1	61	29	28	38	30	25	19	25	35	15	21	26	30	30	29	58
SFT1	59	22	28	53	24	10	14	30	32	23	20	27	47	23	40	47
RPL14A	63	24	33	38	34	18	19	23	29	24	11	32	33	27	33	58
BYE1	47	27	37	37	30	12	9	33	34	20	21	23	36	25	31	77
AUR1	57	24	30	33	28	14	11	34	20	18	17	32	38	31	29	83
MRP17	41	20	20	17	20	12	8	19	19	9	9	11	18	18	12	31
DID4	31	11	19	17	12	9	8	20	18	9	12	20	18	19	20	41
MET14	55	35	25	43	44	21	21	28	28	25	12	22	32	33	29	46
VPS1	65	24	32	42	25	22	18	31	32	20	14	21	40	31	23	59
PAP1	61	22	32	40	24	14	18	31	30	20	22	24	41	31	24	65
OSH6	39	29	30	36	25	12	14	21	33	11	17	24	38	20	23	69
ECM9	55	29	21	48	37	11	11	29	20	16	7	20	41	32	24	82
YKR005C	16	16	14	28	15	5	3	21	11	7	8	8	33	15	9	45
MRPL13	16	13	9	17	8	4	10	20	14	9	11	14	17	16	19	18
MEH1	18	14	20	17	19	11	10	9	16	9	4	13	17	14	8	16
RSC4	44	14	17	22	16	6	3	5	16	6	3	8	21	4	10	16
FOX2	57	21	35	36	22	16	19	30	27	16	22	31	43	35	20	69
TL(CAA)K	48	25	22	75	28	13	7	32	28	6	12	22	66	36	26	53
TOF2	49	16	18	46	27	14	7	19	13	10	8	21	41	26	19	60
YKR011C	55	28	35	41	33	23	10	29	26	21	13	31	44	24	33	53
PRY2	45	25	20	49	33	18	29	34	32	28	16	26	29	42	38	35
YPT52	55	30	27	48	29	13	16	25	26	14	21	35	49	26	33	52
YKR015C	59	19	29	49	22	15	14	24	34	16	17	32	40	25	39	65
AIM28	91	32	34	47	42	5	14	22	28	17	13	24	43	28	21	38
YKR017C	28	15	27	29	14	23	8	26	18	18	9	20	40	15	21	61
YKR018C	31	17	18	28	20	14	11	21	18	10	12	16	26	24	15	33
IRS4	23	19	17	21	23	14	11	19	15	13	8	13	19	20	13	25
VPS51	25	13	19	21	13	8	11	17	20	13	14	19	19	15	23	23
ALY1	38	26	19	32	26	23	16	28	22	20	8	16	29	25	23	49
NTR2	31	13	13	29	19	11	8	19	12	17	5	11	24	16	19	31
YKR023W	31	11	19	29	19	5	8	13	16	17	11	13	24	12	19	31
DBP7	46	18	19	43	24	16	3	26	20	13	6	11	36	21	23	71
RPC37	71	11	26	43	23	6	3	19	21	13	16	18	36	20	24	46
GCN3	74	25	33	56	38	12	8	21	31	20	11	19	45	22	30	54
TR(ACG)K	69	30	30	63	39	9	6	26	27	13	10	18	57	28	23	51
BCH2	50	13	19	37	22	7	8	7	12	11	12	22	34	13	18	37
SAP190	42	19	28	48	26	13	15	26	22	15	13	28	46	34	22	102
SET3	55	24	24	52	25	9	10	22	21	8	9	29	54	26	24	55
GMH1	55	29	22	52	24	9	10	24	26	8	9	24	54	21	25	55
SPO14	62	36	37	52	38	13	18	19	39	22	25	21	48	17	28	24
DAL80	24	20	20	52	27	25	18	37	18	22	13	36	48	39	38	62
DID2	31	13	17	26	12	4	6	8	23	8	7	12	22	5	19	17
