; oligo-analysis  -v 1 -sort -i $RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta -format fasta -return occ -table -1str -quick_if_possible -seqtype dna -bg upstream-noorf -org Escherichia_coli_GCF_000005845.2_ASM584v2 -pseudo 0.01 -l 2 -o $RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.120653_hiGSOB_2nt.tab
; Citation: van Helden et al. (1998). J Mol Biol 281(5), 827-42. 
; Program version              	1.169
; Slow counting mode           
; Oligomer length              	2
; Input file                   	$RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta
; Input format                 	fasta
; Output file                  	$RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.120653_hiGSOB_2nt.tab
; Count overlapping matches
; Counted on a single strand
; Number of output patterns	16
# seq	aa	ac	ag	at	ca	cc	cg	ct	ga	gc	gg	gt	ta	tc	tg	tt
ybjS	9	6	2	10	10	3	5	3	6	4	6	4	2	8	7	12
ybjT	0	1	3	0	0	0	0	0	4	0	1	0	0	0	0	0
ltaE	4	1	2	4	3	3	1	0	1	2	4	2	2	2	2	2
poxB	5	6	5	11	6	18	6	11	8	4	4	5	8	14	6	14
hcr	0	0	1	0	0	0	1	0	1	0	1	2	0	1	1	2
hcp	22	4	4	13	4	13	6	11	3	8	3	7	14	10	8	12
ybjE	33	23	18	30	32	39	37	34	16	49	30	20	23	32	30	47
aqpZ	50	25	11	45	25	19	18	25	20	21	15	16	35	22	28	49
ybjD	49	16	25	45	28	15	18	11	22	21	19	25	35	20	25	50
ybjX	17	9	2	13	9	5	4	5	4	2	3	5	11	7	5	12
macA	12	5	5	13	5	3	4	2	7	2	5	9	11	4	9	17
cspD	17	15	14	27	19	24	14	27	17	18	9	16	20	28	23	33
clpS	33	16	27	27	23	9	14	14	28	18	24	15	20	17	19	17
clpA	4	0	2	3	2	1	0	1	1	3	6	1	1	0	3	1
serW	25	15	15	18	11	15	10	12	14	9	8	19	23	9	17	32
infA	11	12	14	19	13	19	23	13	11	21	12	21	20	16	17	41
aat	1	2	1	3	0	1	4	2	4	3	2	3	2	2	4	6
cydD	15	8	5	8	9	6	5	8	4	8	3	6	9	6	8	13
trxB	42	32	21	47	40	19	27	23	28	27	24	25	32	32	31	49
lrp	52	27	27	46	32	21	27	21	34	25	19	31	34	28	36	39
ftsK	11	10	8	6	10	7	5	8	5	7	11	10	9	6	9	11
lolA	12	4	12	15	6	6	10	10	13	9	10	7	12	12	8	11
rarA	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1	0
serS	4	3	4	8	6	5	4	4	2	6	5	9	7	6	9	7
dmsA	24	16	9	22	11	10	10	20	13	11	4	8	23	14	13	29
dmsB	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	0
ycaC	32	16	15	34	26	9	18	14	22	15	8	13	17	27	17	29
ycaD	29	13	14	34	17	8	18	15	27	15	9	16	17	22	26	32
ycaM	16	7	6	18	10	9	8	16	7	13	3	9	13	14	15	44
ycaN	7	6	6	8	6	3	5	5	7	5	5	5	7	5	6	12
ycaK	12	5	5	8	6	5	5	6	5	5	3	6	7	7	6	7
pflA	18	15	15	7	14	9	11	13	13	15	9	7	11	8	9	16
pflB	10	3	5	2	2	1	2	1	2	1	3	7	6	2	3	3
focA	44	11	17	55	12	12	17	18	17	18	13	18	53	18	19	62
ycaO	10	5	6	10	5	5	11	6	5	11	5	8	11	7	7	16
ycaP	16	8	6	10	7	5	11	6	7	11	5	5	11	5	5	10
serC	19	11	8	17	13	8	11	7	13	11	10	13	11	8	18	19
aroA	3	1	6	3	3	6	1	3	4	4	3	6	3	3	7	13
ycaL	16	8	4	21	11	2	9	4	8	6	7	11	13	11	12	24
cmk	15	9	5	14	10	7	14	8	5	14	9	11	12	9	12	17
rpsA	13	8	5	9	7	11	6	1	8	6	7	6	7	1	8	6
ihfB	11	7	11	8	9	8	8	11	9	12	10	6	8	10	8	22
ycaI	23	15	11	7	16	10	7	16	12	10	12	8	5	15	11	28
msbA	4	1	0	4	2	0	1	2	1	3	2	1	2	1	4	7
ycaQ	0	1	2	3	2	1	5	0	4	4	2	2	1	2	3	3
ycaR	3	2	2	10	3	3	1	2	6	1	2	0	4	3	4	4
ycbJ	7	8	8	13	13	3	5	9	9	5	7	7	8	14	8	28
elyC	14	7	7	8	5	8	8	9	9	8	8	7	8	7	10	11
smtA	11	7	9	8	10	8	8	7	7	8	8	7	8	9	5	14
ldtD	30	13	16	16	14	6	14	16	8	19	16	15	22	12	13	29
ycbK	10	7	10	14	8	7	9	11	11	11	14	14	11	11	17	14
ycbL	4	2	2	1	2	0	1	1	1	2	3	1	2	0	1	2
aspC	19	11	8	10	11	14	6	14	7	7	5	11	11	14	11	24
ompF	65	26	23	52	35	11	15	21	24	16	16	24	43	28	26	74
asnS	9	6	9	16	9	11	6	10	10	8	8	6	12	11	9	27
pncB	21	16	13	22	17	10	13	18	10	16	10	17	23	16	17	25
pepN	25	17	18	22	17	10	13	13	16	16	10	16	23	10	17	21
ssuC	3	0	1	1	0	0	0	0	2	0	1	0	1	0	0	0
ssuE	55	16	15	51	20	10	7	16	23	5	3	12	39	21	18	43
elfA	43	12	16	51	18	3	7	15	21	5	10	16	39	23	20	55
elfD	4	3	6	9	3	4	0	4	5	0	4	5	10	4	4	16
elfC	1	0	5	0	1	1	2	1	3	2	0	2	1	2	0	2
ycbU	1	1	0	0	0	0	3	0	1	1	0	2	0	0	1	0
ycbV	0	0	2	0	0	0	0	0	1	0	1	1	0	0	1	0
pyrD	8	7	5	4	8	10	9	2	5	6	8	7	2	7	4	17
zapC	6	3	12	16	6	3	5	9	9	9	12	10	16	8	12	36
ycbX	22	15	21	16	18	9	14	10	15	19	14	13	18	9	12	17
rlmL	17	13	10	16	12	14	14	21	9	19	9	15	18	15	18	22
uup	2	0	2	1	0	0	0	0	1	0	1	1	2	0	0	0
pqiA	18	9	9	10	12	3	4	5	8	6	5	7	9	6	8	9
pqiB	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
rmf	20	15	10	19	15	10	13	11	13	13	10	19	16	12	22	36
fabA	6	5	5	3	4	1	4	5	3	5	2	5	6	4	4	5
ycbZ	17	11	12	11	11	8	9	13	9	11	6	14	13	11	13	15
matP	15	14	13	11	13	6	9	12	11	11	8	11	13	9	11	17
ompA	29	16	20	27	16	15	19	19	24	17	17	21	24	21	22	48
sulA	28	15	8	21	15	7	7	11	12	5	13	9	16	13	11	26
sxy	26	9	11	21	11	13	7	8	13	5	7	15	16	12	15	28
yccS	1	1	0	2	1	2	0	2	0	1	1	0	2	1	1	2
yccF	18	10	8	6	10	9	6	5	7	5	1	8	7	6	5	10
helD	10	8	5	6	5	1	6	8	6	5	9	10	7	7	10	18
mgsA	5	4	6	6	4	1	4	7	4	7	4	8	8	4	8	14
yccT	21	11	12	16	11	6	6	7	13	8	6	8	15	5	11	15
yccU	15	8	7	16	11	6	6	12	5	8	6	11	15	13	11	21
hspQ	7	2	3	5	1	4	1	3	5	0	5	3	4	2	4	7
rlmI	12	5	2	8	6	6	5	7	6	6	3	2	3	7	7	8
yccX	8	2	7	8	7	3	5	2	7	6	6	5	3	6	6	12
tusE	4	5	4	5	5	5	4	8	1	7	4	5	8	5	5	14
yccA	21	7	9	20	8	10	5	17	9	11	9	10	19	12	16	22
serT	43	24	19	28	29	14	27	23	21	32	27	23	20	24	30	41
hyaA	41	23	23	28	30	27	27	19	24	32	14	24	20	21	29	43
hyaC	2	0	3	2	2	0	1	0	3	1	1	0	0	2	0	0
cbdA	8	4	11	11	5	3	9	9	9	6	9	8	11	14	3	12
cbdB	3	0	2	1	0	0	0	0	2	0	1	0	0	1	0	0
cbdX	2	1	2	0	2	0	0	0	2	1	1	0	0	0	0	0
appA	9	2	5	11	8	1	7	1	5	8	4	2	5	5	4	1
etk	3	1	1	2	0	0	1	0	1	0	0	1	3	0	1	4
gfcE	6	5	0	7	4	2	1	2	3	0	0	1	6	1	3	3
gfcB	12	5	5	9	2	4	7	4	6	5	4	4	11	3	4	20
gfcA	14	6	6	8	10	5	2	2	5	3	3	5	5	5	5	3
insA	3	5	2	8	5	3	2	6	5	3	5	6	5	5	10	14
cspH	26	13	20	22	13	9	10	19	15	17	13	13	26	12	15	41
cspG	41	13	19	22	15	13	10	20	12	17	9	13	26	15	13	26
ymcE	9	13	3	15	14	9	13	8	9	11	6	11	8	12	14	17
yccM	10	6	5	7	7	1	1	3	3	3	4	3	7	3	3	4
torS	6	5	4	7	6	6	3	7	4	7	1	1	6	5	4	9
torT	9	1	7	7	4	1	3	4	5	7	6	5	6	4	6	6
torR	16	8	10	13	7	5	4	6	13	6	6	5	10	3	11	5
torC	5	5	6	13	11	6	4	10	3	6	5	8	10	13	7	16
cbpA	26	15	9	26	13	15	9	18	12	10	8	12	24	15	16	31
yccE	31	12	18	26	16	8	9	9	15	10	15	15	24	12	13	26
agp	30	13	19	22	23	10	10	13	11	19	15	19	21	14	20	32
yccJ	1	2	2	1	2	0	1	1	2	1	2	0	1	2	0	1
wrbA	42	18	21	35	15	9	22	20	26	22	16	21	34	17	26	27
ymdF	27	21	20	35	26	16	22	21	17	22	9	18	34	26	15	42
rutG	1	1	3	0	1	2	0	3	2	1	1	0	1	1	1	1
rutF	2	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0
rutE	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1
rutD	0	0	0	0	0	1	2	0	0	2	1	0	0	0	0	0
rutC	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	2
rutA	22	16	10	16	17	16	11	15	10	17	6	8	15	10	13	27
rutR	27	8	15	16	13	6	11	10	10	17	16	16	15	10	17	22
putA	38	28	17	36	38	14	17	20	15	21	15	21	28	26	23	64
putP	64	21	20	36	23	15	17	17	26	21	14	28	28	15	38	38
efeU	32	24	15	41	30	32	31	29	24	38	31	20	26	29	36	61
efeO	7	6	3	3	4	0	3	5	2	2	2	3	6	4	1	5
efeB	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1
phoH	22	12	21	31	24	9	18	19	17	28	15	24	23	21	31	28
pgaB	2	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0
pgaA	55	20	24	64	33	14	14	24	32	18	19	15	43	32	28	64
ycdT	60	17	27	64	29	16	15	20	34	18	19	20	45	28	30	57
insE1	4	7	7	2	6	2	2	6	5	3	3	5	4	5	4	1
ymdE	1	5	6	2	4	3	2	7	5	3	2	7	4	5	6	4
serX	32	14	12	17	18	12	14	7	14	13	6	11	10	12	12	28
ghrA	28	11	7	17	12	6	14	12	12	13	12	14	10	14	18	32
ycdX	4	1	6	5	3	2	1	3	6	3	5	1	3	3	3	4
ycdY	3	1	1	4	0	0	0	1	1	0	1	1	6	0	1	2
ycdZ	6	4	0	11	7	1	7	7	3	9	3	8	5	9	12	8
csgG	5	0	2	3	2	3	0	1	1	2	1	0	2	2	0	1
csgF	5	0	1	2	1	0	1	1	1	2	2	1	1	1	2	2
csgE	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
csgD	55	32	26	45	37	13	13	23	22	20	14	30	44	22	32	71
csgB	75	34	23	39	32	9	24	15	25	20	20	32	39	18	29	65
csgA	3	2	0	4	2	2	2	1	2	0	4	1	2	4	1	9
csgC	5	3	5	4	5	2	2	1	4	3	4	2	3	2	2	10
ymdA	17	5	9	14	7	4	2	6	15	4	5	3	7	6	11	4
ymdB	17	7	8	2	6	2	3	6	7	6	3	6	4	2	7	7
opgC	30	20	23	32	27	25	20	21	20	24	16	22	28	24	23	37
opgG	37	22	21	32	23	16	20	23	24	24	25	20	28	20	27	30
yceK	18	9	7	13	10	8	14	6	7	14	9	9	12	7	9	19
msyB	10	3	5	5	6	5	3	7	5	4	3	1	2	9	3	10
mdtG	9	5	7	15	12	16	10	13	7	18	9	4	7	12	12	14
lpxL	29	12	8	25	18	8	14	3	11	16	11	8	16	7	12	25
yceA	25	8	3	25	12	11	14	8	7	16	8	12	16	11	18	29
yceI	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yceJ	30	14	5	30	20	9	6	19	14	9	1	5	15	22	17	43
yceO	0	1	1	2	3	2	1	1	1	1	1	0	1	3	0	1
solA	11	8	7	9	12	9	1	7	7	5	4	4	6	6	8	9
bssS	38	15	8	28	13	13	9	16	12	11	9	12	26	12	19	44
dinI	6	3	4	8	4	3	1	4	0	2	5	6	10	4	3	9
pyrC	9	3	6	6	7	8	9	4	5	9	5	4	4	8	3	14
yceB	0	6	6	7	7	8	12	7	8	13	7	10	4	8	13	16
grxB	5	6	4	3	4	7	0	6	7	1	2	2	2	4	6	3
mdtH	31	11	11	20	11	15	9	16	12	10	8	11	20	15	13	21
rimJ	21	11	16	20	13	8	9	11	15	10	15	11	20	12	11	31
yceH	1	0	1	1	0	0	0	1	2	0	1	0	0	2	0	0
murJ	4	6	6	6	8	10	6	8	3	9	7	6	6	7	7	9
flgN	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
flgM	13	4	4	7	4	8	3	3	5	5	1	2	6	2	4	3
flgA	16	5	4	14	9	5	13	7	5	14	13	8	9	10	10	11
flgB	11	8	7	14	10	13	13	4	10	14	5	5	9	5	9	16
flgC	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
flgD	2	0	3	0	0	0	0	1	2	1	1	0	0	0	0	0
flgE	0	1	3	1	4	1	0	1	1	1	1	2	0	4	0	3
flgF	0	1	1	1	1	0	2	2	2	2	2	0	1	2	1	0
flgG	11	10	10	16	14	6	11	5	10	13	12	7	12	7	9	17
flgH	2	3	3	3	2	3	2	2	4	3	5	3	3	1	4	8
flgI	0	0	1	0	0	0	0	1	1	1	1	2	0	0	3	0
flgK	7	3	3	5	1	4	4	6	3	4	5	3	6	5	3	2
flgL	1	0	2	1	0	0	0	0	2	0	3	0	1	0	0	0
rne	8	10	10	5	6	7	13	7	11	10	6	9	8	6	8	9
yceQ	9	9	7	5	8	6	13	10	6	10	7	10	8	11	6	8
rluC	22	3	9	12	7	4	4	2	6	7	4	8	11	4	8	5
yceD	3	3	1	3	1	2	3	3	2	3	0	2	4	1	2	2
rpmF	4	1	3	3	0	5	3	1	4	1	7	5	3	3	4	3
plsX	6	6	5	4	5	6	6	3	8	6	8	2	2	3	5	4
fabH	6	6	6	2	4	2	6	3	6	6	2	5	4	1	5	2
fabD	4	1	1	2	0	0	0	0	2	0	1	0	2	0	0	1
fabG	4	0	2	1	0	0	0	0	2	0	1	0	0	1	0	0
acpP	28	8	11	18	11	5	13	5	11	14	11	14	15	6	15	24
fabF	4	5	4	4	5	9	4	6	6	2	4	5	2	9	4	13
pabC	7	6	5	6	6	9	5	10	4	7	5	7	7	8	7	19
yceG	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ycfH	0	1	2	1	1	0	0	0	3	0	0	0	0	1	0	0
ptsG	42	17	13	21	16	15	14	16	16	16	10	18	18	13	23	25
fhuE	32	20	10	33	27	18	18	21	15	24	3	10	22	22	20	37
hinT	37	10	21	33	20	3	18	10	22	24	18	20	22	15	27	32
ycfL	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lpoB	1	0	0	1	0	0	0	1	1	0	3	1	0	1	2	1
nagZ	0	0	3	0	1	0	0	0	2	1	1	1	0	0	0	0
ycfP	1	0	2	1	0	2	1	2	2	2	2	1	1	0	3	1
ndh	39	24	12	38	32	24	19	26	13	22	14	18	28	31	23	35
ycfJ	9	7	11	14	14	16	14	17	11	19	9	8	7	20	13	19
ycfQ	28	14	11	33	17	3	6	8	16	6	10	8	24	12	13	30
bhsA	30	8	8	33	13	10	6	11	12	6	3	14	24	16	17	28
ldtC	8	9	1	16	12	10	4	10	2	7	7	4	12	10	9	21
mfd	8	6	6	16	10	12	7	4	10	9	5	3	8	6	8	8
ycfT	37	11	14	24	18	16	12	13	14	13	9	16	17	19	17	10
lolC	10	16	13	24	17	9	12	14	19	13	16	11	17	14	18	37
nagK	4	2	4	1	4	0	1	0	1	3	3	1	2	0	0	1
cobB	11	3	9	5	6	3	14	3	5	12	7	13	6	8	7	13
ymfA	2	1	5	2	3	3	4	1	1	6	6	5	5	1	3	8
potB	1	0	1	1	1	1	0	0	1	0	0	2	1	1	1	1
potA	28	16	18	18	23	18	10	7	10	14	8	14	19	11	9	25
pepT	25	14	7	18	9	8	10	18	11	14	18	16	19	10	23	28
roxA	3	5	3	9	6	5	4	3	2	6	2	4	8	3	5	6
phoP	12	9	5	16	7	17	8	10	6	8	6	6	17	8	7	25
purB	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
hflD	6	3	3	2	2	0	0	2	2	1	1	1	4	1	1	5
mnmA	4	1	4	4	2	3	4	2	5	4	1	5	2	3	6	2
nudJ	2	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0
rluE	6	7	5	14	7	8	11	13	7	15	4	11	13	9	17	23
icd	23	11	13	14	17	4	11	5	9	15	8	7	13	7	7	6
ymfE	35	29	20	55	41	13	13	30	19	14	9	22	44	41	23	48
lit	48	22	30	55	23	9	13	20	41	14	13	29	44	19	41	35
xisE	27	31	34	18	29	36	20	30	29	29	28	35	25	19	39	34
ymfI	34	35	30	18	39	28	20	34	19	29	36	31	25	29	29	27
ymfJ	13	14	14	12	11	11	10	4	17	7	9	9	12	4	10	16
cohE	8	9	2	9	5	4	3	4	4	0	4	7	10	3	6	11
croE	11	7	4	9	6	4	3	2	3	0	4	9	10	4	5	8
ymfL	5	5	3	3	5	1	1	2	4	1	1	0	2	2	1	6
oweE	0	0	1	0	0	0	1	0	0	0	2	2	0	2	0	0
ymfR	1	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1
stfP	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
stfE	8	1	2	7	4	5	0	3	2	3	2	3	4	4	5	11
pinE	11	3	3	7	5	2	0	2	4	3	5	1	4	2	4	8
mcrA	24	6	8	9	7	0	1	2	5	2	0	9	10	2	7	13
icdC	36	11	11	28	12	2	2	15	7	7	5	13	31	11	14	27
iraM	67	25	18	69	42	14	9	15	12	15	18	21	58	26	21	69
ycgX	17	20	14	15	22	17	8	13	13	8	7	11	14	15	11	14
bluR	22	11	9	24	15	3	8	4	10	5	6	13	19	11	11	32
bluF	44	19	12	33	20	9	6	15	13	9	3	21	32	13	24	39
ycgZ	39	21	15	33	24	3	6	12	13	9	9	19	32	13	20	44
ymgA	3	2	4	3	3	1	1	2	2	3	1	3	4	1	3	5
ariR	3	1	4	3	1	1	0	0	3	0	1	2	3	1	1	3
ymgC	8	6	6	13	5	0	2	9	4	3	3	5	16	7	4	20
ycgG	24	10	18	35	20	13	11	24	19	22	13	14	24	23	26	34
ymgF	8	3	10	13	6	3	2	6	5	8	3	11	14	4	12	22
ycgH	40	12	13	44	22	12	11	19	19	13	15	29	28	27	37	57
ymgD	1	0	0	2	0	0	0	0	2	0	1	0	0	0	2	0
ymgI	17	8	2	15	11	1	1	4	4	1	0	3	10	7	5	10
ymgJ	10	3	4	15	5	0	1	2	7	1	1	8	10	4	11	17
ycgI	3	7	7	4	7	5	4	12	7	10	8	8	4	7	14	6
minE	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
minD	3	1	1	1	1	2	0	2	1	0	1	0	1	2	0	6
minC	57	28	29	48	29	13	22	28	37	25	29	22	38	26	34	34
ycgJ	33	21	28	50	34	27	22	27	28	24	14	29	37	37	31	57
pliG	20	15	15	17	18	22	10	12	12	14	9	11	17	11	12	25
ycgL	25	11	12	17	12	9	10	15	11	14	22	15	17	12	18	20
ycgM	2	2	2	7	3	3	8	1	4	4	10	5	4	5	3	7
ycgN	7	4	3	2	3	3	6	5	2	9	4	5	5	1	7	9
hlyE	40	14	21	47	22	11	12	20	22	20	8	14	37	20	23	40
umuD	40	14	20	47	23	8	12	21	20	20	11	14	37	22	22	40
dsbB	12	5	2	14	7	10	8	9	5	14	8	5	9	5	14	17
nhaB	29	15	16	15	19	11	4	15	14	10	9	6	12	14	10	20
fadR	20	6	15	15	10	9	4	16	14	10	11	15	12	14	19	29
ycgB	36	16	19	28	21	12	17	22	20	22	13	14	21	22	20	25
dadA	25	14	22	28	20	13	17	19	22	22	12	16	21	20	21	36
dadX	2	1	1	0	0	0	1	0	2	0	1	0	0	0	0	0
cvrA	12	5	8	6	4	3	6	6	4	6	6	6	10	5	3	3
ldcA	5	5	5	8	7	5	5	6	5	7	5	5	6	7	7	10
emtA	10	5	6	8	7	5	5	5	7	7	5	5	6	5	7	5
ycgR	21	10	12	15	13	5	12	7	12	11	11	14	12	12	12	20
ymgE	20	14	7	15	12	11	12	12	12	11	5	10	12	12	13	21
ycgY	16	11	7	17	11	7	12	7	10	7	7	9	14	12	6	23
treA	21	16	10	31	17	16	16	22	19	16	9	12	21	23	21	48
dhaM	1	0	0	1	0	0	0	0	1	0	2	1	0	0	2	1
dhaL	2	0	2	0	1	0	0	0	2	1	1	0	0	0	0	0
dhaK	23	9	7	25	19	13	9	9	7	12	9	13	15	16	16	24
dhaR	24	13	9	25	16	9	9	7	16	12	13	9	15	7	19	23
ycgV	64	24	23	67	32	20	9	18	31	16	17	19	51	19	33	56
ychF	10	1	7	13	6	3	4	3	4	7	4	10	11	6	9	17
pth	29	28	11	16	25	16	10	16	8	11	14	17	21	13	15	26
ychH	26	17	16	16	15	14	10	11	13	11	16	28	21	8	25	29
dauA	6	7	3	11	7	10	7	8	8	8	5	5	6	7	11	14
prs	6	9	7	7	13	11	10	10	8	13	9	7	2	12	10	15
lolB	21	13	16	17	13	7	11	11	15	13	12	11	18	9	11	14
hemA	14	11	11	17	11	12	11	16	9	13	7	13	18	15	13	21
prfA	0	3	2	3	5	1	1	2	0	2	2	2	3	2	1	11
ychA	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
kdsA	3	2	2	4	2	1	2	2	3	1	1	0	3	3	0	5
ldrA	8	2	3	5	5	1	2	1	1	4	2	2	3	2	2	3
rdlA	3	2	1	5	2	2	2	3	2	4	1	2	3	1	5	8
ldrB	7	3	3	4	5	1	2	2	1	4	2	2	3	2	2	3
rdlB	3	2	2	4	2	2	2	3	2	4	1	3	3	1	5	7
ldrC	7	3	3	4	5	1	2	2	1	4	2	2	3	2	2	3
rdlC	3	2	2	4	2	2	2	3	2	4	1	3	3	1	5	7
chaA	38	19	11	23	18	10	8	16	12	5	7	13	24	17	11	36
chaB	36	13	16	23	11	7	8	11	17	5	10	19	24	12	18	38
chaC	19	3	13	7	8	7	9	3	6	10	10	20	8	7	15	11
ychN	27	9	13	14	7	7	9	10	14	7	6	11	15	10	10	14
ychO	14	11	10	14	10	6	9	13	10	7	7	9	15	14	7	27
narX	31	21	21	33	21	17	10	20	20	11	11	19	33	20	19	30
narK	30	19	20	33	19	11	10	21	20	11	17	21	33	20	21	31
narG	36	25	21	50	30	29	19	30	16	23	22	26	49	31	26	66
rttR	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	2
tpr	10	3	2	5	5	7	3	4	3	3	4	1	2	6	3	5
tyrV	20	14	16	11	14	16	14	8	21	10	13	9	6	12	10	14
tyrT	17	10	8	11	12	13	12	5	6	12	6	7	11	7	5	16
purU	4	5	3	0	6	1	2	2	1	2	4	4	2	3	2	7
ychJ	5	5	6	10	7	8	7	6	4	8	6	6	10	7	5	11
rssA	11	6	6	10	5	6	7	6	7	8	8	5	10	4	7	5
rssB	7	5	11	6	9	3	1	4	6	6	6	4	7	3	4	8
galU	20	13	7	17	10	8	12	14	10	12	11	10	18	11	12	15
hns	53	31	22	45	31	24	15	42	23	26	16	19	45	30	31	46
tdk	41	26	38	45	33	19	17	27	34	29	20	24	42	22	33	49
insZ	9	8	8	6	9	8	6	9	6	9	9	5	7	7	6	10
adhE	55	26	34	41	31	13	16	28	27	28	9	25	43	21	29	49
ychE	49	25	28	41	29	9	16	34	21	28	13	26	43	27	31	55
oppA	66	26	33	50	31	17	19	19	38	19	21	27	41	24	32	36
oppB	3	4	8	4	9	3	3	3	4	7	11	6	4	4	6	5
oppC	0	1	1	0	0	0	2	2	1	2	1	0	1	1	1	0
oppD	0	0	2	0	1	1	0	0	1	2	1	1	0	0	1	0
yciU	5	4	4	0	3	1	2	1	1	1	2	4	3	1	0	1
clsA	13	9	4	14	10	13	6	9	6	8	2	5	11	8	8	15
yciY	15	5	9	14	8	2	6	4	8	8	13	9	11	6	10	13
kch	25	16	16	29	24	9	8	16	13	15	10	18	24	17	22	36
yciI	27	11	13	21	20	11	7	9	11	9	6	10	14	17	10	26
tonB	26	10	9	21	10	6	7	13	17	9	11	11	14	11	20	27
yciA	4	2	6	5	5	8	5	11	3	7	6	7	5	12	6	11
yciB	4	1	1	3	1	1	2	1	2	1	1	1	3	1	1	4
yciC	34	22	14	39	23	24	14	19	20	20	10	11	31	15	23	36
ompW	36	11	19	39	23	10	14	14	15	20	24	22	31	20	23	34
yciE	5	2	3	6	2	0	0	1	3	0	1	1	5	2	1	12
yciF	9	2	4	11	5	2	4	4	5	6	4	3	7	5	6	7
yciG	48	24	11	38	29	22	18	21	11	14	7	14	33	31	10	48
trpB	3	1	1	0	1	0	0	0	2	0	2	0	0	0	0	0
trpE	11	5	7	7	8	6	4	2	5	7	4	3	6	2	4	9
trpL	15	9	5	11	9	3	9	7	7	7	6	9	10	9	8	12
yciV	12	9	7	11	8	6	9	5	9	7	3	9	10	7	9	15
yciQ	3	2	1	2	2	1	2	1	3	1	2	1	0	1	2	2
rluB	25	13	21	10	15	7	8	13	15	12	6	14	14	11	12	13
yciK	18	12	19	11	20	15	10	8	11	17	8	16	11	10	14	18
sohB	18	16	8	11	14	8	10	19	10	17	15	12	11	11	20	18
yciN	32	24	19	27	25	20	20	26	21	24	14	22	24	23	28	29
topA	29	22	26	27	28	14	20	19	23	24	20	24	24	21	25	32
cysB	19	10	10	19	9	8	8	10	7	8	10	14	23	9	11	33
ymiA	23	13	11	30	14	11	13	17	11	8	9	18	29	24	13	49
yciX	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
acnA	29	17	13	34	24	18	13	27	16	18	22	17	24	29	25	45
ribA	19	9	9	14	12	13	8	7	13	7	5	8	7	12	10	15
pgpB	15	8	7	14	10	5	8	9	12	7	13	9	7	13	12	19
yciS	16	7	5	14	8	6	10	6	7	10	9	7	11	6	9	16
yciM	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2
pyrF	22	10	8	12	12	12	12	9	7	12	10	10	11	12	9	24
osmB	18	12	19	33	16	11	9	17	20	11	6	8	28	18	11	30
yciT	5	2	6	9	4	4	6	2	3	5	3	6	10	4	3	16
yciZ	6	3	5	21	5	9	5	10	5	8	3	6	19	9	9	23
gmr	2	3	1	4	1	4	4	3	3	3	3	3	4	3	3	8
ymiB	8	3	3	4	3	3	4	1	3	3	4	3	4	3	1	2
rnb	8	4	4	4	6	5	5	4	3	6	1	3	3	4	3	3
yciW	4	4	4	9	2	16	13	11	7	9	6	9	8	14	8	18
fabI	30	19	26	20	21	27	18	21	23	26	35	20	20	15	25	20
ycjD	7	2	4	7	5	4	0	6	6	0	0	1	2	9	4	9
sapA	26	24	13	25	22	15	21	17	17	16	11	20	23	20	19	22
ymjA	9	5	6	13	7	12	12	6	6	15	8	4	12	5	7	5
puuP	13	16	15	18	14	27	23	18	24	27	26	10	11	12	23	24
puuA	26	13	8	21	18	3	7	9	10	10	7	7	14	12	11	34
puuD	34	7	9	21	11	7	7	8	12	10	3	13	14	10	18	26
puuR	5	2	2	2	3	1	0	1	1	1	1	1	2	0	1	2
puuC	27	11	21	21	20	11	18	11	19	23	21	13	15	15	16	11
